	MF: KIRC	MF: BRCA	MF: READ	MF: PRAD	MF: STAD	MF: HNSC	MF: LUAD	MF: THCA	MF: BLCA	MF: ESCA	MF: LIHC	MF: UCEC	MF: COAD	MF: LUSC	MF: CESC	MF: KIRP	METH: KIRC	METH: BRCA	METH: READ	METH: PRAD	METH: STAD	METH: HNSC	METH: LUAD	METH: THCA	METH: BLCA	METH: ESCA	METH: LIHC	METH: UCEC	METH: COAD	METH: LUSC	METH: CESC	METH: KIRP	GE: KIRC	GE: BRCA	GE: READ	GE: PRAD	GE: STAD	GE: HNSC	GE: LUAD	GE: THCA	GE: BLCA	GE: ESCA	GE: LIHC	GE: UCEC	GE: COAD	GE: LUSC	GE: CESC	GE: KIRP	CNA: KIRC	CNA: BRCA	CNA: READ	CNA: PRAD	CNA: STAD	CNA: HNSC	CNA: LUAD	CNA: THCA	CNA: BLCA	CNA: ESCA	CNA: LIHC	CNA: UCEC	CNA: COAD	CNA: LUSC	CNA: CESC	CNA: KIRP
SRSF4	0.0	0.0	0.0	0.0	0.026104892476175694	0.0	0.0	0.0	0.0	0.0	0.0	0.011592780242886866	0.005444117922343425	0.0	0.0	0.08188198377595514	0.008375215789075111	0.0011346709843155333	0.015127889487781758	0.0005527159459642639	0.008345339705239381	0.0018649656592031028	0.002098116041437611	0.003736698745638783	0.009553545480409598	0.002816170781661106	0.004882152504518299	0.00018250654821142472	0.0015779862292405998	0.010177985055248676	0.002005671394188827	0.002223183757311179	0.029731062558067855	0.029499744551059442	0.002216888170954758	0.01682512325431756	0.014875260514143068	0.01959368207945701	0.017166211820263788	0.00441171452465293	0.009339907882407657	0.0017844757885495588	0.013950043936439532	0.048739087824666245	0.006048984095347606	0.018375804435023728	0.009388341556049739	0.01606622885169027	0.2129032258064516	0.0	0.5102040816326531	0.0	0.0	0.0	0.32360742705570295	0.0	0.0	0.5172413793103449	0.5239852398523986	0.0	0.0	0.504424778761062	0.0	0.0
SURF4	0.012806247940463257	0.0	0.0	0.022746609499382335	0.0	0.005455090061971128	0.0	0.0	0.0	0.0	0.0	0.0037523189705182653	0.0	0.0	0.0	0.04071868123809204	0.0038430261142139467	0.0012925785251000435	0.00039117692553993064	0.0118474214383591	0.0007114526001062801	0.004840972524291435	0.0008331811994085324	0.0036972678496386834	0.010536496567668465	0.0025541391578497224	0.008262644260671958	0.009600413704955115	0.00542541443245139	0.007335786081437594	0.0024443533082217066	0.012457581787541793	0.000589322245304093	0.009734511113642765	0.011000987600647069	0.014094898129544708	0.018553528784917703	0.027799243877762555	0.05455877043869672	0.014656835451701168	0.028234645287022738	0.011165258704002874	0.002038332082992508	0.006140827381399204	0.0007175363176223781	0.00818894440944947	0.004563405373783663	0.03603036445841606	0.0	0.37642585551330804	0.0	0.0	0.0	0.0	0.0	0.31111111111111117	0.0	0.0	0.4391143911439115	0.515625	0.0	0.0	0.0	0.0
DDX41	0.0	0.010581403205658941	0.0	0.06831240766021847	0.05153894766064785	0.010945300544517006	0.0	0.0036033575940586523	0.0	0.0	0.0	0.007711158518222863	0.0	0.0	0.0279460648485108	0.040947443354044544	0.010687569967625103	0.0024843264592649935	0.03351499529893017	0.0004025506709987113	0.014440222529305278	0.013262716352757912	0.010375593998503648	0.00018128970026273382	0.014335681870088247	0.010335048240233994	0.011041431544145537	9.018507731267576e-06	0.000587190180945887	0.014753684316447115	0.013037660310451695	0.0072538861478399	0.05828716578345885	0.058626724080835316	0.02147353674070665	0.031058516151820315	0.003324052137371741	0.01526854293832143	0.0544952907716786	0.009110914792617199	0.03990217857888494	0.030129767674244905	0.07429375433454243	0.032357045200224185	0.010605257399014033	0.015449265000675954	0.03309696794567737	0.026848525637075273	0.7139784946236559	0.0	0.0	0.09523809523809523	0.0	0.0	0.33421750663129973	0.0	0.0	0.0	0.0	0.0	0.0	0.8539823008849557	0.0	0.24120603015075376
GPRC5D	0.012839877396848096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005447921738408309	0.0	0.0	0.04095331349438021	0.1355090987894796	0.07203699644714225	0.010483306116368154	0.016290586282740677	0.14053959505917177	0.09784016440249199	0.09051069785063687	0.024361778496629627	0.02616840033657496	0.08623035540198506	0.04694011227674625	0.0783732544296896	0.03425805874983397	0.08260866847608826	0.06513503801256264	0.021535103981246015	0.01233907234944706	0.04980944672481944	0.05186197785696515	0.12356887992413691	0.0639226393350529	0.022548439220941935	0.1432221274707784	0.04994947567863223	0.05409093632596621	0.04125683697361357	0.028763641593596154	0.14091506117368122	0.06132748504743044	0.02781295998546161	0.2368155601035561	0.03545946874061298	0.0	0.23827629911280104	0.13605442176870752	0.0	0.24919093851132684	0.0	0.3713527851458886	0.0	0.25757575757575757	0.0	0.0	0.0	0.18404907975460122	0.0	0.0	0.0
LRRC25	0.0	0.0	0.0	0.022759555488537666	0.0	0.0	0.02049786852992382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02816237229399389	0.0	0.3984428329195961	0.28231100459561254	0.12588190912508665	0.35298740815505486	0.06720664857733634	0.01021691830641789	0.22667661947006926	0.06013797556571575	0.052096774838873976	0.03160838575633768	0.07829730098258234	0.23120925314411211	0.14697996250969403	0.021266969229986905	0.20438044874872066	0.034948796237562293	0.12031155630641352	0.0002078326202986655	0.06252341306309467	0.004528489220944391	0.04171859062254543	0.01828580236165806	0.14006136287921525	0.09261793532098435	0.036656255436461595	0.009958184050028842	0.09825131270229202	0.031636944352634866	0.07486289700070617	0.17792599417818214	0.014476606941393615	0.04891571517173411	0.0	0.0	0.24489795918367346	0.0	0.0	0.0	0.0	0.08888888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCAR1	0.05113854957273519	0.01578932877010081	0.0	0.0	0.012307482180168677	0.016367012847776096	0.04073107988599538	0.007176992284808622	0.06115062753684474	0.0	0.02488778717674837	0.033750745783789775	0.005421607013622904	0.05386843571104301	0.028146755682117917	0.0814260129407736	0.006661997880853035	0.00695563614213858	0.00904746737710404	0.00415780730161706	0.0014063808528769156	0.008767762109096376	0.0006959311011753726	0.00044358722880641664	0.0003921113046884117	0.0059997841097786785	0.000523086916679092	0.0028632469701940313	0.00046286710260902924	0.010732504703909804	0.007217957969315951	0.00600144038300736	0.0067655396384761765	0.0321029508648891	0.06086212024402925	0.032411037208435384	0.043934896095614503	0.020482883590832855	0.07038852844479827	0.019252818051373473	0.031071519603701293	0.007657476111198382	0.0826974707091461	0.06475059544838246	0.056368375659568704	0.055656179707749893	0.06741214777239922	0.018010155601815826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13333333333333336	0.0	0.31724137931034485	0.0	0.0	0.0	0.0	0.0	0.0
DPYSL5	0.0	0.0	0.0	0.022710484985421085	0.025446898529641267	0.0	0.04039195089601258	0.007191863758984514	0.0	0.0	0.0	0.01146901873659195	0.00540413220304149	0.05436882056146778	0.02817556375030237	0.0	0.09751161128874122	0.2750747398464932	0.2776052958408271	0.044436272190017764	0.2706191818272696	0.23245186394788492	0.3415747770144102	0.004681660574284898	0.1060956109051544	0.4502376832419744	0.1291433186137074	0.09208007138361132	0.4657646159957488	0.08783694780473371	0.303174981354953	0.087050401849299	0.12946562458112454	0.22918719409050323	0.2995566769065941	0.05621393045265561	0.049995797156130034	0.16792640948455992	0.0	0.0	0.0	0.1038082593208522	0.0	0.18002385775285462	0.26479469721460547	0.02458767257858719	0.13566720152676548	0.07080537742463756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1015625	0.0	0.0	0.3480176211453745	0.04020100502512563
DPYSL2	0.0	0.010608509737047573	0.0	0.02276589100704052	0.02495063721429366	0.0106867641491729	0.0	0.0	0.030126958620126282	0.0	0.02486967580263078	0.045089500171654855	0.0	0.0	0.08337694531812151	0.0	0.008712306443844483	0.1354083520206337	0.008200343327663546	0.16868767976998578	0.35798084215138953	0.15350652184712307	0.052309855709021476	0.015929731080748803	0.14583385971935656	0.07468700080781854	0.16681122413130584	0.10603988958062052	0.022395555321389145	0.04676937173781623	0.21042853339457607	0.03667995618390703	0.05608120300238696	0.18517339037389777	0.016051088091173695	0.09526388202671343	0.06450467424407856	0.025525707285840547	0.21518773655722398	0.009722187677450783	0.19032925639076903	0.0014696501149552596	0.02375248906518165	0.23690514453885295	0.004406218653267643	0.2958261141568535	0.18357746779326162	0.013335752306330094	0.0	0.0	0.11564625850340139	0.0	0.0	0.0	0.0	0.0	0.9545454545454546	0.5172413793103449	0.0	0.45703125000000006	0.0	0.0	0.0	0.0
WLS	0.01282011393482016	0.010609386247022744	0.0	0.022758134095321146	0.02557549582824867	0.01095666137452541	0.0	0.0036035989787610123	0.0	0.0	0.0	0.02295401608547177	0.0	0.0	0.028142584402766326	0.0817335400478342	0.01455356338372974	0.1106438647104418	0.0037227878647199957	0.012996842331761656	0.14390439577881237	0.005088775985641484	0.08465915847629095	0.016440570622016197	0.01808789759083558	0.04808677209286323	0.03645382481866876	0.01638190495328044	0.013927683819968872	0.037000763532301494	0.06303198647747393	0.020596843826676325	0.09164921017073492	0.20877800050356896	0.07727769165070555	0.05163144332429651	0.03729228923060146	0.046240987379266414	0.06842325821572404	0.033943568217109456	0.1708741982457346	0.08301743888636538	0.04729277896927799	0.03863252010601166	0.06344320827596087	0.06236018494237656	0.061282563807099434	0.12319654286003438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36503067484662577	0.0	0.0	0.0
CCDC77	0.012788554994070542	0.0	0.0	0.0	0.0	0.010893762715083556	0.0	0.0	0.03071665767159052	0.0	0.0	0.0038277613115291513	0.010778640387782956	0.0	0.0	0.0	0.006681294506296635	0.01159978806282003	0.0019546791370283977	0.0027153876455221484	0.0009017795690258238	0.008514642887173482	0.010542400243847403	0.006928483022999046	0.00929121280277027	0.0017687206034216112	0.003091102646386589	0.009862873689858253	0.004931823973155424	0.00943637623715222	0.005766544059425028	0.0010568316913078801	0.00020060201436059756	0.00877854169808575	0.033882058868069775	0.031867620518962234	0.04681125860645477	0.058239293243172646	0.022733476646794575	0.05184356692554038	0.06304871637322286	0.08483464506275674	0.0825075257609501	0.04087376302953916	0.04511153185899239	0.06521054921376665	0.08822793923692202	0.01138529317558923	0.0	0.35614702154626116	0.27891156462585037	0.0	0.0	0.4394736842105263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5641592920353983	0.0	0.0
DDX46	0.025564382183974284	0.0	0.0	0.0	0.0	0.010363999200837077	0.0	0.007172522650094806	0.029320766193070225	0.026877779388456636	0.0	0.026368606741231433	0.005265013486167257	0.0	0.027851428907432956	0.08164955404311763	0.002453751857696642	0.0005995659477748	0.014000965456580696	0.007326528743873277	0.00970073248965116	0.0002139952161520527	0.0017195298761675704	0.0046495746264254715	0.014460764389586094	0.0004678317523004373	0.006174669149202393	0.0041926025285036785	0.003708775758706155	0.004883996783816155	0.0034234421807004135	0.009620233783308712	0.00582622540643003	0.0008825531949018219	0.014626740927727247	0.013475769720520737	0.03459979719545766	0.008415540962520522	0.007680783728449677	0.047473068801105016	0.023701506145930713	0.02005841773128827	0.056439014580842876	0.005816528006573351	0.027309350004014223	0.004829221225187731	0.035734411018422736	0.02043008775388762	0.0	0.0	0.0	0.09523809523809523	0.5113268608414239	0.0	0.5596816976127321	0.23333333333333336	0.0	0.0	0.0	0.0	0.0	0.8539823008849557	0.0	0.05527638190954774
UBXN2A	0.0	0.00527444138800016	0.0	0.0	0.0	0.016456009215226004	0.020396114506058396	0.0	0.0	0.0	0.024552220043007184	0.011486571580896445	0.0	0.0	0.0	0.0	0.005620929281719005	0.010729687382281044	0.0066520464696448916	0.008542021072685887	1.3189684740044739e-05	0.006043251790057073	0.009709317992746123	0.0054765120697137576	0.00922231157318208	0.004523897240585502	0.004869918644962814	0.00650776738237024	0.007762679614096523	0.009813061172619191	0.006910777725339312	0.006608459510333464	0.020931009856407935	0.0687604893706568	0.0016043340097211404	0.055820358171923906	0.0005466593145833658	0.021558248099903615	0.002627768553843381	0.014485976391635924	0.008709417257560388	0.04794791976205372	0.04218002396497612	0.014529319340900735	0.002099018144861321	0.059935971182636244	0.0028462271112331054	0.005509345168457932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1015625	0.0	0.0	0.3480176211453745	0.04020100502512563
TRO	0.0	0.015836866330002548	0.02662162039053743	0.0	0.038551616168344474	0.02635297371749012	0.10164048662091478	0.007179142134426386	0.0	0.026866272751362625	0.0	0.03699455589842406	0.021096178391184682	0.05402458126061164	0.056130135658501876	0.04087410783909491	0.0877424112403017	0.03254498976561618	0.02969758808410435	0.3167586299041477	0.19381989744301764	0.13504767437171347	0.058481669149224966	0.08462066726619726	0.174459737634126	0.04344349960107422	0.14543352419234012	0.05040232650985312	0.06939983694640244	0.19415248771029958	0.04645212447062336	0.09711284745858896	0.016085776749808038	0.14196309762997714	0.05855057234964087	0.2030313938084198	0.02781277920705266	0.01425268305164837	0.0011953582832028998	0.10387642569960626	0.1336088719965145	0.039020078500838266	0.03933629433508746	0.17877205554665873	0.009372365673367196	0.07139692296263306	0.30717339729767745	0.03016678653989749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044444444444444446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACNG7	0.0	0.01592507509959059	0.0	0.02273257433959964	0.03838451259015457	0.010991886543067111	0.020538428402692172	0.0	0.03068552095142799	0.0	0.0	0.011497565815493173	0.016198578736034364	0.0	0.08350710196253598	0.0	0.2444498289531514	0.5618353145465571	0.34157117476479537	0.26190637801410827	0.21973538797401543	0.7110341481376582	0.6037054296276694	0.028562995864216144	0.4566345069204818	0.6268859022526548	0.17896637675654511	0.5115673999330621	0.3876195015681252	0.3855418934536444	0.8457873984522313	0.14066123760493027	0.0	0.0	0.0	0.0	0.20171060647942488	0.19249007245163016	0.0	0.0	0.0	0.0	0.0	0.18101425601453397	0.0	0.0	0.0	0.0	0.0	0.0	0.24489795918367346	0.06462585034013606	0.0	0.0	0.0	0.0	0.587121212121212	0.0	0.0	0.0	0.0	0.0	0.16740088105726872	0.09547738693467338
IP6K2	0.03833495030989382	0.0053029115645059615	0.02708422286417065	0.0	0.0	0.005490359135553125	0.02015837439867869	0.0034319252920849293	0.0	0.0	0.049518612876596	0.0038364469503261184	0.0	0.0	0.02812980127856298	0.08159431292136193	0.021723100710091117	0.0021713269399896936	0.006049757196295425	0.0016164632151291832	0.0011725046390486005	0.004914952883012125	0.007571114399976631	0.009463188367084272	0.010254491730658224	0.01241996510495518	0.0015178116969541608	0.008090378602765222	0.002804359015654905	0.024671025694209096	0.0007169694035707246	0.0008374846214933598	0.020784548039148542	0.039833654363205406	0.011235181022792745	0.02531593093498851	0.004773303122166058	0.023162640173306315	0.011263358011692079	0.005548831597323223	0.03601814712430326	0.02165728986165924	0.08180238012872393	0.022359616418860834	0.012265498637983855	0.0010086365382114112	0.06950952306595706	0.0036344806293911423	0.0	0.4397972116603296	0.0	0.0	0.0	0.0	0.6578249336870028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTO2	0.0	0.01060458485632903	0.02809125467444448	0.0	0.012846830590262375	0.0	0.0	0.007202727917306133	0.0	0.0	0.0	0.0037883437918242247	0.0	0.0	0.0	0.04085041140034887	0.04799076556874256	0.008936077431668547	0.016996567968255518	0.009291350583488482	0.07580563792076135	0.20685628275411566	0.016448622354447297	0.008334888072849373	0.0305248718287287	0.08577440881200928	0.052410633316848206	0.012232500169361732	0.017505451974171013	0.1678762505406986	0.004193643613365891	0.006333611656009939	0.14747432084013867	0.0037409765206578463	0.05226310162745501	0.06493781965940926	0.019609823136641395	0.05150357998713621	0.033453770918932604	0.0014374834143802964	0.05291375822741497	0.03095226022654549	0.027138167897677687	0.06962514257604438	0.0652535790600861	0.07365129995778164	0.15636110022603814	0.04532767898315175	0.0	0.0	0.326530612244898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3874538745387454	0.0	0.33435582822085885	0.0	0.0	0.0
WRB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015520673951763536	0.009161055816855373	0.051164192851907014	0.013607041875754964	0.007531863826513812	0.010340583300700678	0.002000552448563906	0.01136457479835322	0.04125139286979541	0.016687412524530015	0.015165416245930166	0.015652142981561187	0.005583072194760373	0.018535987676339044	0.0031968952830387664	0.012344073959110058	0.01308438615365067	0.005224861018588095	0.035933542392397	0.025795072678483615	0.0013618864324108587	0.03227137183954602	0.020764590993487583	0.006985990543921399	0.04716101876964077	0.04867998148569306	0.030907101063050363	0.06510141563184828	0.002534329261613206	0.057950503766842194	0.10892529400948431	0.015366096029133285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PF4V1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027153924377291264	0.0	0.0	0.0	0.0	0.0	0.0	0.07117701251284624	0.04488612784247396	0.02327843954531637	0.2353609796203732	0.015864454374606877	0.05457881155102411	0.14135306791981245	0.051773233820477785	0.04166291942009104	0.17785161468685443	0.05109061462808936	0.04729215145232069	0.0027426291645296402	0.0266959159646586	0.35289147305707974	0.08105291921604207	0.08353180127181375	0.0	0.13855995863651716	0.19054434998103267	0.12169845575386237	0.04840929129021306	0.15391153154362017	0.0	0.03766862701910941	0.1549523929351528	0.2183898427501549	0.21498368192310688	0.014090737726847335	0.13778049537059345	0.01467239085910226	0.15740079064911025	0.0	0.0	0.0	0.0	0.0	0.0	0.4190981432360743	0.0	0.0	0.24827586206896554	0.6309963099630997	0.0	0.0	0.0	0.0	0.0
TMEM52B	0.0	0.0	0.0	0.0	0.025774559601783677	0.0	0.020378750710829195	0.0	0.0	0.0	0.0	0.007646335882838181	0.010782916978802385	0.0	0.0	0.04095590958763644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4682699715936414	0.05708812937615592	0.009878012644154072	0.04642238084339196	0.0640784547867128	0.08734082650451837	0.14311777409899543	0.05311427573418919	0.16302130772105428	0.08948801093439439	0.0009831221451019946	0.10587493732132673	0.0076273385245572934	0.17796728175933693	0.1817337494552626	0.5472423180090009	0.0	0.0	0.13605442176870752	0.0	0.24919093851132684	0.0	0.3713527851458886	0.0	0.0	0.0	0.0	0.0	0.18404907975460122	0.0	0.0	0.0
VWC2L	0.0	0.010522764722982783	0.0	0.02270692297468517	0.01289389361476813	0.005414863879113799	0.0399499098212928	0.0	0.0	0.0	0.0	0.015268922061170323	0.005414874999930642	0.05438341940339062	0.0	0.04085976951623516	0.02234565664753947	0.14881302247254266	0.11622838001369773	0.1299802214365487	0.19415735734437908	0.09980337156928305	0.143396887958316	0.0800953694139033	0.2031251911561544	0.15348418682514858	0.2349919195306874	0.08761699880943341	0.07364104345384058	0.17170393322103614	0.09313936971534546	0.014293728980277294	0.05839714197484011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13951542709126347	0.0	0.0	0.0	0.0	0.0	0.41315789473684206	0.0	0.14444444444444446	0.0	0.0	0.0	0.0	0.0	0.35176991150442477	0.0	0.0
DEFB112	0.012843622048130988	0.0	0.0	0.0	0.013058832040949663	0.0	0.020544630512371317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1306532663316583
NEMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THBD	0.0	0.0	0.0	0.0	0.0	0.0	0.020272356603848924	0.0	0.0	0.0	0.0	0.00765143046619241	0.005436743035310369	0.0	0.0	0.0	0.10214612477643167	0.13184240311773562	0.5137551761138605	0.10523411322684116	0.15751884836376343	0.06714894703515932	0.24408737694108867	0.008315603823441708	0.04892979962879542	0.1367090609244597	0.19358973462087933	0.18250102864078374	0.6933340132991117	0.13775926177176992	0.022679908151186607	0.03963985105375626	0.015129521452323923	0.15064440050615963	0.03381016173761955	0.050077850513960555	0.08203395922147128	0.02518947436064079	0.31452783917012733	0.06109511448332164	0.059827913504332454	0.0006175499923743783	0.11779526982334967	0.24787264659830197	0.042065253487074336	0.16491246922136454	0.016983430971040946	0.07381354219333738	0.0	0.0	0.0	0.0	0.0	0.0	0.5331564986737403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KNL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNA6	0.0	0.005294781342665592	0.028376347384999848	0.02276485377081163	0.025849078319260005	0.010986024468584932	0.06145748528145358	0.0	0.03061244016307636	0.02707801065378946	0.0	0.04610292824383593	0.021736319089721238	0.054709367124684986	0.028238769182359583	0.04093745125750709	0.40182047823677053	0.4993014850075836	0.4489603205167028	0.33386164122724243	0.43410510769092253	0.7531858974159299	0.7016741808731748	0.012162704690702922	0.559706645456556	0.6070003525021035	0.22997933468115525	0.7288678724968821	0.5717694328165658	0.24684213832505986	0.75331085447501	0.16456832661733356	0.07522260639625264	0.3095684734868862	0.251649126572483	0.14362765500572625	0.2111757979589944	0.1852041233109958	0.2404475251774884	0.3163723814940311	0.28845746147758433	0.18370093956527514	0.21625301693213497	0.38798333443243893	0.2560880867691932	0.21839682748318365	0.3983591662075242	0.17192009525459248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPINT1	0.0	0.005302179802112408	0.0	0.0	0.0	0.010976373287660159	0.0	0.0	0.0	0.0	0.0248639954541694	0.0	0.0	0.0	0.0	0.04085464934597541	0.24922766152940565	0.07432304791080624	0.048231196726165916	0.04209565410205818	0.043229127253746794	0.06393360019414418	0.056341175290906445	0.052682071725857954	0.21753051355994496	0.009653101433350304	0.22345434601181371	0.3348348175572651	0.00562928997550446	0.05979220008065496	0.20154231525803176	0.0505760284755447	0.053358413865453806	0.05869098959259533	0.02311654645991485	0.04673963933540409	0.07721950586142316	0.034126387498935214	0.06706593968389996	0.17161713489989988	0.13067571404369666	0.04068701797875826	0.0966592523527269	0.24624869521573917	0.11914914572406636	0.05209219188246178	0.5507257220401603	0.018202133170494218	0.0	0.0	0.5374149659863947	0.0	0.0	0.3263157894736841	0.7294429708222812	0.0	0.0	0.0	0.0	0.546875	0.5276073619631902	0.0	0.30837004405286345	0.17587939698492464
UXT	0.0	0.005314427689240175	0.02842620482893327	0.0	0.025996158185890215	0.0	0.020523990320716338	0.00360282405505418	0.0	0.0	0.0	0.023226279509830784	0.0	0.0	0.0	0.0	0.04007806710870003	0.05509444861896636	0.12684281544524798	0.020626566236650875	0.6031055800998026	0.022488001666839917	0.06184455247274968	0.034654226025829925	0.20537886021227353	0.28478751414005965	0.09772524656378213	0.05339506604924439	0.01526701073425731	0.041550903509893065	0.062469300077255555	0.06209745533771098	0.011264852233824105	0.017331556298500944	0.021592186757151615	0.0029561181310539097	0.0023922709255617416	0.02790526996986267	0.011325375100346735	0.008929253159712726	0.001994177174008138	0.0026357317702401543	0.013022302038715612	0.028419652762935895	0.012944621357352054	0.011852655445123815	0.03148309993329481	0.003331846556347956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044444444444444446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS29	0.0	0.005311601111960047	0.0	0.0	0.012972311897626373	0.00547022865974775	0.0	0.0	0.0304700833524223	0.02706931268271121	0.0	0.0	0.005436431169838203	0.0	0.0843782853823523	0.0	0.007023667797374462	0.0015544865121142578	0.0011064544659642782	0.0014947975845988125	0.0036877763552308133	0.00040745023934024696	0.013563103130666337	0.0004792382436153982	0.00306949739521735	0.008356185033381076	0.0008208528427428153	0.0033216591401252146	0.001623690574941739	0.009918456126780786	0.006580308231237506	0.002662511226243127	0.006242355410415683	0.015036412337361716	0.009415315066531078	0.021125829813766192	0.011355965913379777	0.017334004020235605	0.0011955471649242318	0.002311327463251925	0.003943760160015729	0.004280387869772663	0.03312170919096024	0.008054151416893193	0.0038527400004089367	0.003705706167954624	0.029818558344835662	0.010055446575675872	0.0	0.0	0.0	0.12244897959183673	0.0	0.16578947368421051	0.35278514588859416	0.0	0.0	0.0	0.0	0.0	0.0	0.19026548672566373	0.0	0.0
TMEM98	0.0	0.005281221631296413	0.0	0.0	0.01270722073574485	0.0	0.0	0.0	0.030749286496446815	0.0	0.0	0.0038322335321638017	0.005256671604655295	0.0	0.026941979465597773	0.040881470188674926	0.04509343304854195	0.07596605696425926	0.027927958974831957	0.00798888934192122	0.24267902642519582	0.09504931371582376	0.06810846487665591	0.01812249452985874	0.0036290749888162744	0.13593497879874364	0.04445723291062969	0.019587862793582742	0.009789274805708261	0.08096363977931491	0.11305393216858077	0.058535431467625396	0.004939119596742275	0.07504656255796849	0.0632118979463487	0.005164258380003071	0.05099157833629534	0.049796381428033755	0.033095841829587976	0.13122345576155364	0.06213895253150275	0.07449042349848935	0.12651592434487288	0.13389567523148738	0.0618938158717825	0.08885589016214426	0.2560386847820853	0.07865137561875644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08888888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BARHL2	0.0	0.005311901165004897	0.02840191236217804	0.0227764858973915	0.013045909923300273	0.011004482640808774	0.02055856353508131	0.0	0.0	0.0	0.025068278228623148	0.007722334421291286	0.00539622279638981	0.0	0.1126307582330634	0.0	0.44896293350859057	0.6658790999980966	0.5289696452944493	0.45784044788578476	0.29067288876041936	0.7158992828260962	0.7240749925164252	0.13373564517871936	0.6629686382089948	0.7337324219606125	0.35172918548557097	0.8185919251918042	0.5755210748161907	0.5879832224255797	0.8089756218127871	0.24033310750955972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45120405576679345	0.0	0.19727891156462588	0.3009708737864078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36503067484662577	0.0	0.1497797356828194	0.0
